#class tools::wcsv::ntuple
#title Photons
#separator 44
#vector_separator 59
#column int fEvent
#column int fDetID
#column double fX
#column double fY
#column double fZ
#column double fwlen
#column double fT
0,4853,-12.0802,39.4145,480,208.492,1.63555
0,5246,21.779,-35.4352,480,398.953,1.63544
0,4647,-33.7587,-23.2447,480,215.724,1.63463
0,4945,-1.73051,-42.0689,480,288.39,1.63617
0,4647,-33.8916,-24.2143,480,316.456,1.63564
0,4846,-14.3862,-38.5259,480,539.636,1.6347
0,4753,-20.5559,35.0861,480,741.664,1.63466
0,5348,38.3563,-15.2251,480,218.293,1.63512
0,5351,37.959,16.421,480,283.633,1.63554
0,5352,34.1732,23.4154,480,356.658,1.63571
0,4550,-40.7319,9.20136,480,353.919,1.6361
0,5045,1.23782,-41.5648,480,208.438,1.63538
0,4747,-28.5663,-29.6856,480,211.41,1.63489
0,5146,16.2564,-38.5555,480,292.718,1.6358
0,4752,-29.0349,29.2436,480,234.66,1.63544
0,4652,-35.9091,20.0667,480,559.89,1.63525
0,5347,34.1151,-24.7344,480,339.118,1.63637
0,5153,16.327,38.0168,480,266.14,1.63576
0,4651,-35.8527,19.6461,480,236.569,1.63486
0,5348,36.6145,-18.9653,480,251.646,1.63504
0,4647,-31.7945,-27.5248,480,833.44,1.63623
0,5449,41.2959,-1.81501,480,487.45,1.63534
0,5153,16.5648,37.3854,480,253.761,1.63502
0,5146,11.9262,-39.399,480,384.086,1.63475
0,5054,2.19093,41.5183,480,332.776,1.6361
0,4753,-25.241,31.5506,480,275.719,1.63424
0,5153,15.2033,37.2825,480,269.465,1.63407
0,5146,16.391,-37.6482,480,371.698,1.6346
0,4753,-25.3912,33.0234,480,268.05,1.63615
0,4648,-38.8588,-14.9871,480,206.755,1.63572
0,4550,-41.5534,0.0569244,480,457.399,1.63571
0,4651,-36.3063,19.7835,480,296.765,1.63557
0,5253,21.6006,35.5341,480,213.095,1.63606
0,4846,-18.0364,-36.7662,480,350.248,1.63445
0,5045,7.60899,-40.9583,480,315.37,1.6355
0,4647,-31.7076,-27.112,480,375.268,1.63572
0,4651,-37.9145,15.3757,480,356.475,1.63487
0,5054,2.70188,40.9141,480,219.339,1.63523
0,5348,39.0171,-12.9665,480,239.588,1.63491
0,5347,32.3074,-26.6852,480,766.646,1.63599
0,5146,17.2192,-37.8357,480,218.09,1.63538
0,4945,-0.166685,-42.3386,480,407.545,1.63653
0,5146,17.0952,-38.3939,480,298.968,1.63609
0,5054,2.6587,40.7183,480,205.764,1.63492
0,5347,32.887,-26.2556,480,279.196,1.63627
0,5145,10.507,-40.4117,480,484.338,1.63565
0,5449,40.7236,-6.53535,480,763.26,1.63516
0,5352,33.8616,23.2927,480,208.191,1.63521
0,4753,-26.8371,30.1141,480,561.951,1.63412
0,4846,-19.5918,-36.6919,480,485.531,1.63544
0,4648,-37.9052,-17.1767,480,203.396,1.63565
0,4549,-40.0245,-9.70306,480,209.09,1.63506
0,5450,41.923,1.92223,480,249.91,1.63634
0,5348,37.0438,-19.9751,480,235.286,1.63633
0,5352,31.5937,26.3146,480,632.478,1.63526
0,5054,3.19269,41.2154,480,875.255,1.63574
0,4846,-18.8609,-37.7261,480,214.867,1.63633
0,4853,-18.9999,36.4903,480,308.21,1.6354
0,4753,-20.4083,36.1997,480,297.797,1.63603
0,4652,-30.6597,26.9166,480,245.319,1.6348
0,4652,-32.7304,24.0871,480,795.629,1.63453
0,5153,16.4745,37.0686,480,604.867,1.63452
0,4853,-17.8228,37.4485,480,582.758,1.63591
0,5054,6.37678,40.5938,480,420.179,1.63536
0,4746,-28.572,-30.7792,480,608.729,1.63611
0,4746,-23.0341,-34.8539,480,413.294,1.63574
0,4549,-40.8518,-7.77517,480,476.532,1.63569
0,5146,19.3873,-36.8518,480,265.562,1.6355
0,4652,-30.7822,27.4322,480,342.087,1.63546
0,5252,28.1799,29.2682,480,850.638,1.63455
0,5349,39.9475,-7.79918,480,201.459,1.63432
0,5351,35.5362,19.9604,480,206.426,1.63466
0,4954,-3.22318,40.158,480,258.422,1.63413
0,5449,40.467,-7.25407,480,200.175,1.63495
0,5449,41.5679,-6.37001,480,683.047,1.6364
0,4846,-13.4631,-38.7552,480,337.689,1.63455
0,5146,15.785,-37.8674,480,829.065,1.63455
0,4652,-32.5888,24.9969,480,755.176,1.63519
0,5253,23.2428,33.7607,480,484.368,1.63513
0,5451,40.0908,10.8605,480,235.739,1.63576
0,4746,-20.9733,-36.3919,480,247.178,1.63607
0,5045,7.38402,-41.4353,480,292.642,1.63615
0,5246,23.9587,-34.6021,480,210.88,1.63621
0,4550,-40.806,1.66013,480,280.234,1.63463
0,4652,-35.2736,20.6676,480,241.752,1.63487
0,4752,-29.485,28.8123,480,525.165,1.63546
0,5253,28.7481,30.2573,480,209.078,1.63624
0,4647,-31.7801,-26.314,480,289.861,1.63502
0,5054,5.56084,41.3377,480,405.967,1.6363
0,4550,-41.2081,3.18483,480,245.752,1.6354
0,5045,5.68709,-40.6418,480,345.351,1.63454
0,4954,-7.69932,40.3451,480,406.693,1.63533
0,4753,-27.6188,30.9817,480,253.516,1.6359
0,5054,9.22701,40.6025,480,207.86,1.63618
0,4945,-5.25636,-41.804,480,261.267,1.63622
0,4945,-4.50127,-41.8141,480,468.756,1.6361
0,5146,11.2818,-39.3605,480,428.478,1.63441
0,5352,36.1248,20.8196,480,347.393,1.63609
0,5252,27.3912,29.6849,480,243.323,1.63419
0,4647,-33.0351,-24.3902,480,332.753,1.63474
0,4550,-41.6791,3.31883,480,202.952,1.63613
0,5045,0.513468,-41.7231,480,265.206,1.63559
0,4753,-24.1464,32.5789,480,342.102,1.63447
0,5448,40.2409,-10.6838,480,445.598,1.63572
0,5448,40.0407,-12.6391,480,326.677,1.63625
0,4950,-0.320953,0.213257,480,0.000435233,1.60111
0,4648,-38.1271,-13.6343,480,280.176,1.63396
0,4753,-22.2368,33.2604,480,347.733,1.63365
0,4945,-5.54218,-40.1795,480,428.354,1.63381
0,4652,-30.6689,25.6754,480,272.773,1.63357
0,4650,-39.6971,7.72791,480,693.496,1.63408
0,4647,-33.3319,-23.3556,480,492.119,1.63419
0,4652,-34.1798,21.0403,480,289.424,1.63374
0,5351,37.2161,15.2067,480,259.116,1.63377
0,4953,-1.12646,39.9703,480,221.227,1.63367
0,4753,-21.642,33.6177,480,428.376,1.63361
0,4648,-37.7027,-14.3027,480,240.664,1.6337
0,5252,28.6008,28.4172,480,310.498,1.63407
0,4853,-14.4055,37.595,480,235.21,1.63407
0,5350,39.9726,6.20058,480,258.433,1.63406
0,4647,-34.4853,-21.2656,480,207.786,1.63392
0,5146,15.9449,-37.3759,480,347.605,1.63395
0,5053,5.11164,39.7798,480,301.268,1.63386
0,5352,33.8076,21.7165,480,715.621,1.6338
0,5045,0.649939,-40.7832,480,233.616,1.63416
0,4853,-18.2336,35.7257,480,238.49,1.63383
0,5247,27.9794,-29.6316,480,389.383,1.6342
0,5247,28.8311,-28.8644,480,468.034,1.63428
0,4953,-8.54928,39.2306,480,254.646,1.63392
0,4846,-16.7705,-37.1155,480,416.741,1.6341
0,5146,11.7803,-39.0866,480,242.747,1.63423
0,4650,-39.4508,8.52717,480,346.246,1.63396
0,4652,-31.2349,25.1226,480,675.542,1.63369
0,5352,30.3589,26.2261,480,205.235,1.63374
0,4648,-37.4022,-15.4993,480,395.773,1.63393
0,4753,-26.1891,30.4887,480,246.222,1.63391
0,5350,39.5925,7.06479,480,218.877,1.63372
0,5049,0.0366678,-0.318069,480,1.55579e-06,1.60111
