1.63783	10857.4
1.64	2714.34
1.64217	1670.36
1.64435	1113.58
1.64653	804.249
1.64872	658.022
1.65092	549.74
1.65312	472.059
1.65533	413.614
1.65754	358.921
1.65976	314.706
1.66198	283.853
1.66421	255.467
1.66645	231.008
1.66869	213.938
1.67094	196.513
1.6732	185.596
1.67546	191.319
1.67773	181.713
1.68	174.415
1.68228	164.505
1.68456	156.221
1.68686	148.731
1.68916	143.332
1.69146	139.197
1.69377	136.571
1.69609	136.571
1.69841	136.142
1.70074	137.001
1.70308	137.435
1.70542	140.548
1.70777	144.284
1.71012	148.731
1.71249	152.384
1.71485	158.502
1.71723	165.761
1.71961	175.119
1.722	182.477
1.72439	191.319
1.7268	200.136
1.7292	208.795
1.73162	218.238
1.73404	226.195
1.73647	231.008
1.73891	237.319
1.74135	242.623
1.7438	245.364
1.74625	248.168
1.74872	251.037
1.75119	252.497
1.75366	256.979
1.75615	255.467
1.75864	258.509
1.76114	263.209
1.76364	268.083
1.76615	280.19
1.76867	289.53
1.7712	310.21
1.77373	326.537
1.77627	329.011
1.77882	326.537
1.78138	312.442
1.78394	303.702
1.78651	291.473
1.78909	273.141
1.79168	260.057
1.79427	258.509
1.79687	256.979
1.79948	255.467
1.80209	255.467
1.80472	258.509
1.80735	260.057
1.80999	258.509
1.81263	252.497
1.81529	248.168
1.81795	239.942
1.82062	231.008
1.82329	225.023
1.82598	218.238
1.82867	216.067
1.83137	212.889
1.83408	207.796
1.8368	205.827
1.83952	202.941
1.84226	199.218
1.845	194.751
1.84775	192.166
1.85051	188.824
1.85327	184.806
1.85605	181.713
1.85883	178.722
1.86162	175.828
1.86442	173.718
1.86723	169.646
1.87004	167.036
1.87287	164.505
1.8757	163.269
1.87855	160.85
1.8814	159.082
1.88425	156.785
1.88712	154.553
1.89	152.384
1.89289	149.242
1.89578	147.218
1.89868	145.249
1.90159	143.332
1.90452	141.005
1.90745	138.752
1.91038	135.717
1.91333	134.042
1.91629	131.604
1.91926	128.871
1.92223	127.734
1.92522	125.157
1.92821	122.682
1.93121	119.64
1.93423	118.015
1.93725	115.812
1.94028	113.098
1.94332	110.789
1.94637	108.846
1.94943	106.969
1.9525	104.902
1.95558	102.67
1.95867	100.531
1.96177	98.7033
1.96488	97.1576
1.968	95.4493
1.97113	93.8001
1.97427	91.817
1.97742	90.478
1.98057	89.1775
1.98374	87.9139
1.98692	86.8589
1.99011	85.6597
1.99331	84.6578
1.99652	83.6791
1.99974	82.8806
2.00297	81.9424
2.00621	80.8742
2.00946	80.2762
2.01273	79.3957
2.016	78.6765
2.01928	77.9703
2.02258	77.4143
2.02588	76.5951
2.0292	76.3259
2.03252	75.3983
2.03586	74.7495
2.03921	74.1117
2.04257	73.6092
2.04594	72.9907
2.04932	72.1419
2.05271	71.3127
2.05612	70.5023
2.05953	69.7102
2.06296	68.9356
2.0664	68.0712
2.06985	67.2282
2.07331	66.5076
2.07678	65.8022
2.08027	65.0141
2.08376	64.4354
2.08727	63.773
2.09079	63.0326
2.09432	62.4884
2.09787	61.8653
2.10142	61.1682
2.10499	60.6557
2.10857	60.0684
2.11216	59.411
2.11577	58.7679
2.11938	58.2946
2.12301	57.7519
2.12665	57.0689
2.13031	56.4752
2.13398	55.8219
2.13765	55.1835
2.14135	54.6282
2.14505	54.084
2.14877	53.4845
2.1525	52.8982
2.15624	52.451
2.16	52.0737
2.16377	51.4567
2.16755	50.8542
2.17135	50.3822
2.17516	49.9189
2.17898	49.4078
2.18282	49.0174
2.18667	48.6332
2.19053	48.2014
2.19441	47.8298
2.1983	47.4121
2.2022	47.0016
2.20612	46.5981
2.21005	46.1034
2.214	45.7152
2.21796	45.2862
2.22194	44.8651
2.22592	44.4518
2.22993	44.0461
2.23395	43.6477
2.23798	43.2564
2.24202	42.9145
2.24609	42.5779
2.25016	42.2055
2.25425	41.8395
2.25836	41.4799
2.26248	41.1264
2.26662	40.7788
2.27077	40.5125
2.27494	40.1753
2.27912	39.8801
2.28331	39.5172
2.28753	39.1963
2.29176	38.9153
2.296	38.5697
2.30026	38.2301
2.30453	37.9628
2.30883	37.6665
2.31313	37.4715
2.31746	37.2146
2.3218	36.9612
2.32615	36.6803
2.33053	36.4341
2.33491	36.1912
2.33932	35.9218
2.34374	35.6564
2.34818	35.366
2.35264	35.1087
2.35711	34.8551
2.3616	34.5776
2.36611	34.3045
2.37063	34.1158
2.37517	33.8236
2.37973	33.5622
2.38431	33.2793
2.3889	33.0262
2.39351	32.7275
2.39814	32.4828
2.40279	32.2177
2.40746	32.0276
2.41214	31.7467
2.41684	31.5392
2.42156	31.4023
2.4263	31.2667
2.43106	31.0877
2.43583	30.8887
2.44063	30.7356
2.44544	30.5411
2.45028	30.3278
2.45513	30.055
2.46	29.8279
2.46489	29.6043
2.4698	29.4038
2.47473	29.1865
2.47968	28.9723
2.48465	28.7994
2.48964	28.5908
2.49465	28.4038
2.49968	28.2009
2.50473	27.9649
2.5098	27.7682
2.51489	27.5743
2.52	27.4176
2.52513	27.2114
2.53029	27.042
2.53546	26.858
2.54066	26.6602
2.54587	26.4814
2.55111	26.289
2.55637	26.0838
2.56165	25.8817
2.56696	25.7131
2.57228	25.5467
2.57763	25.3825
2.583	25.2057
2.58839	25.017
2.59381	24.8452
2.59924	24.6338
2.60471	24.4811
2.61019	24.2758
2.6157	24.1141
2.62123	23.9413
2.62678	23.7579
2.63236	23.5901
2.63796	23.4121
2.64358	23.2367
2.64923	23.064
2.6549	22.9179
2.6606	22.7618
2.66632	22.6195
2.67207	22.4674
2.67784	22.3058
2.68364	22.1692
2.68946	22.0119
2.6953	21.8568
2.70118	21.7256
2.70707	21.5959
2.713	21.4572
2.71895	21.3308
2.72492	21.1954
2.73092	21.0618
2.73695	20.9097
2.74301	20.7598
2.74909	20.6218
2.7552	20.4663
2.76134	20.3321
2.7675	20.181
2.77369	20.0413
2.77991	19.8944
2.78616	19.7407
2.79243	19.5981
2.79874	19.4402
2.80507	19.2677
2.81143	19.0731
2.81782	18.8578
2.82424	18.6392
2.83068	18.3867
2.83716	18.1031
2.84367	17.7917
2.85021	17.4486
2.85677	17.0646
2.86337	16.6205
2.87	16.1448
2.87666	15.5941
2.88335	14.9964
2.89007	14.3284
2.89682	13.5972
2.90361	12.8148
2.91042	11.9509
2.91727	11.0255
2.92415	10.0461
2.93106	9.01774
2.93801	7.9614
2.94499	6.89904
2.952	5.83808
2.95904	4.8726
2.96612	3.99976
2.97324	3.23425
2.98038	2.58601
2.98757	2.05263
2.99478	1.62408
3.00203	1.28619
3.00932	1.02254
3.01664	0.818034
3.024	0.659531
3.03139	0.536325
3.03882	0.440073
3.04629	0.364528
3.05379	0.305194
3.06133	0.258693
3.06891	0.222659
3.07653	0.195473
3.08418	0.175861
3.09187	0.162625
3.0996	0.154352
3.10737	0.149445
3.11518	0.146595
3.12302	0.144908
3.13091	0.143876
3.13883	0.143209
3.1468	0.14274
3.15481	0.14237
3.16286	0.142015
3.17095	0.141632
3.17908	0.141224
3.18725	0.14075
3.19546	0.140216
3.20372	0.139656
3.21202	0.139118
3.22036	0.138605
3.22875	0.138176
3.23718	0.137858
3.24565	0.137591
3.25417	0.137399
3.26274	0.13727
3.27135	0.137206
3.28	0.137145
3.2887	0.137069
3.29745	0.137026
3.30624	0.137025
3.31508	0.137046
3.32397	0.137083
3.3329	0.137097
3.34189	0.137149
3.35092	0.130632
3.36	0.130422
3.36913	0.130294
3.37831	0.130163
3.38754	0.130025
3.39682	0.129929
3.40615	0.129861
3.41554	0.129843
3.42497	0.129823
3.43446	0.129739
3.444	0.129776
3.45359	0.129739
3.46324	0.129776
3.47294	0.12977
3.4827	0.12977
3.49251	0.12985
3.50237	0.129876
3.51229	0.129998
3.52227	0.130192
3.53231	0.130362
3.5424	0.130716
3.55255	0.131129
3.56276	0.131667
3.57303	0.132319
3.58335	0.133082
3.59374	0.134011
3.60419	0.135078
3.61469	0.136326
3.62526	0.13777
3.63589	0.139508
3.64659	0.144625
3.65734	0.146938
3.66817	0.149868
3.67905	0.153474
3.69	0.157871
3.70101	0.163033
3.7121	0.168899
3.72324	0.175434
3.73446	0.182504
3.74574	0.190062
3.75709	0.198056
3.76851	0.20641
3.78	0.215089
3.79156	0.224118
3.80319	0.233513
3.81489	0.243294
3.82667	0.253481
3.83851	0.264203
3.85043	0.275519
3.86243	0.287481
3.8745	0.30007
3.88665	0.313269
3.89887	0.326985
3.91117	0.341043
3.92354	0.355315
3.936	0.369688
3.94853	0.384049
3.96115	0.398289
3.97385	0.412365
3.98662	0.42618
3.99948	0.439787
4.01243	0.453108
4.02545	0.466106
4.03857	0.478762
4.05176	0.491022
4.06505	0.502766
4.07842	0.513849
4.09188	0.524055
4.10543	0.533223
4.11907	0.541083
4.1328	0.547432
4.14662	0.552081
4.16054	0.554917
4.17454	0.55584
4.18865	0.554775
4.20285	0.551681
4.21714	0.546427
4.23154	0.538941
4.24603	0.529169
4.26062	0.517097
4.27531	0.502883
4.2901	0.486839
4.305	0.469497
4.32	0.451314
4.3351	0.432892
4.35032	0.414569
4.36563	0.396641
4.38106	0.379055
4.39659	0.361722
4.41224	0.344443
4.428	0.327002
4.44387	0.309335
4.45986	0.291516
4.47596	0.273685
4.49217	0.25607
4.50851	0.238882
4.52496	0.222309
4.54154	0.206499
4.55823	0.191501
4.57505	0.17741
4.592	0.164292
4.60907	0.152242
4.62627	0.141456
4.64359	0.132367
4.66105	0.125634
4.67864	0.121345
4.69636	0.119217
4.71422	0.11803
4.73221	0.11718
4.75034	0.116458
4.76861	0.115814
4.78703	0.115331
4.80558	0.11482
4.82428	0.114415
4.84312	0.114001
4.86212	0.113774
4.88126	0.113462
4.90055	0.113071
4.92	0.112626
4.9396	0.112147
4.95936	0.111854
4.97928	0.11148
4.99935	0.11112
5.01959	0.110832
5.04	0.110649
5.06057	0.110568
5.08131	0.110463
5.10222	0.11032
5.1233	0.1102
5.14456	0.10999
5.166	0.109907
5.18761	0.109777
5.20941	0.109712
5.23139	0.109666
5.25356	0.109594
5.27591	0.109548
5.29846	0.109436
5.3212	0.109409
5.34414	0.109296
5.36727	0.109202
5.39061	0.109087
5.41415	0.109012
5.43789	0.108916
5.46185	0.10884
5.48602	0.108764
5.5104	0.108625
5.535	0.108477
5.55982	0.108399
5.58486	0.108256
5.61013	0.108155
5.63564	0.108097
5.66137	0.107988
5.68734	0.108025
5.71355	0.107966
5.74	0.1079
5.7667	0.107863
5.79364	0.107922
5.82084	0.107996
5.8483	0.107981
5.87602	0.108032
5.904	0.108061
5.93225	0.108155
5.96077	0.10827
5.98956	0.108356
6.01864	0.108554
6.048	0.108667
6.07765	0.108943
6.10759	0.109336
6.13782	0.10981
6.16836	0.110168
6.1992	0.110771
