#class tools::wcsv::ntuple
#title Photons
#separator 44
#vector_separator 59
#column int fEvent
#column double fX
#column double fY
#column double fZ
#column double fmomX
#column double fmomY
#column double fmomZ
#column double fwlen
0,-10.9883,-473.801,-126.524,3.65683e-06,-3.59262e-06,-2.5367e-06,216.77
2,61.9466,-265.966,-53.629,4.27409e-06,-5.01789e-07,2.54442e-06,248
2,53.7128,-256.445,-43.474,4.52245e-06,-2.22131e-07,2.7961e-06,232.98
2,37.1567,-246.707,-34.9888,4.71268e-06,6.70727e-07,2.86809e-06,223.096
2,69.1503,-286.632,-74.2638,3.41808e-06,-5.81972e-07,1.72214e-06,320.257
2,56.5475,-277.526,-75.0037,3.20155e-06,2.743e-08,1.12054e-06,365.509
2,47.7517,-272.098,-74.7371,3.55845e-06,4.5321e-07,9.68043e-07,333.693
2,32.0419,-250.407,-49.2458,2.38325e-06,7.27015e-07,1.05165e-06,458.435
2,38.1088,-263.272,-68.7819,4.89187e-06,1.28128e-06,1.26919e-06,237.804
2,56.015,-284.43,-82.5712,3.36515e-06,1.3133e-08,9.4451e-07,354.726
2,64.682,-291.706,-82.8392,4.4948e-06,-5.13224e-07,1.71452e-06,256.272
2,30.2617,-243.457,-30.375,1.3263e-06,2.80418e-07,8.39199e-07,777.645
2,27.3211,-244.43,-36.3829,4.43903e-06,1.34948e-06,2.50784e-06,235.085
2,45.4274,-282.589,-87.1745,3.72024e-06,4.67014e-07,4.97428e-07,327.802
2,33.6651,-269.754,-79.3776,4.59173e-06,1.42971e-06,5.0027e-07,256.425
2,49.3524,-285.932,-88.0562,3.91559e-06,2.78138e-07,6.47596e-07,311.634
2,43.7738,-281.896,-87.3781,5.28615e-06,7.71726e-07,6.11727e-07,230.578
2,19.1723,-243.747,-39.2439,4.69017e-06,2.13984e-06,2.42502e-06,217.625
2,20.0919,-240.652,-27.5022,2.11187e-06,7.36093e-07,1.36704e-06,473.007
2,64.6791,-302.067,-90.735,3.73469e-06,-5.35342e-07,1.24445e-06,312.083
2,19.3416,-253.171,-60.7664,5.00119e-06,2.72389e-06,1.22845e-06,212.817
2,33.8725,-273.509,-83.5046,2.95441e-06,8.69857e-07,1.91137e-07,401.799
2,24.9179,-265.564,-77.5515,4.30001e-06,1.91334e-06,2.6269e-07,263.023
2,19.8995,-238.432,-14.6887,4.32377e-06,9.547e-07,3.3194e-06,224.042
2,59.5921,-302.156,-94.2113,5.83398e-06,-5.55264e-07,1.41697e-06,205.639
2,13.4983,-248.92,-54.153,3.85483e-06,2.43984e-06,1.2003e-06,262.827
2,12.1925,-242.116,-36.9782,3.15176e-06,1.77542e-06,1.69224e-06,310.452
2,25.3389,-238.567,-1.83834,1.41599e-06,-3.61252e-08,1.21643e-06,664.048
2,12.6298,-252.789,-61.8301,1.28051e-06,8.54882e-07,2.52566e-07,794.655
2,19.1638,-266.375,-80.1588,4.34524e-06,2.29306e-06,-9.06613e-08,252.308
2,11.2613,-239.559,-27.6482,4.26744e-06,2.13943e-06,2.76392e-06,224.768
2,8.84349,-251.215,-59.6226,1.26524e-06,9.35062e-07,2.68361e-07,776.847
2,34.7097,-285.899,-94.761,5.17424e-06,1.12419e-06,-2.36359e-07,233.922
2,49.0574,-300.204,-98.8891,2.75976e-06,9.38491e-09,2.22345e-07,447.804
2,-110.335,-400.907,-62.8896,4.1711e-06,-2.29008e-08,1.81997e-06,272.438
2,-38.2984,-428.42,-121.088,3.26777e-06,-2.38138e-07,-4.40433e-06,225.862
2,-87.5815,-410.802,-91.97,1.49604e-06,-3.97861e-08,3.45982e-07,807.169
2,-99.9043,-405.556,-78.41,2.38631e-06,-3.82678e-08,7.97109e-07,492.741
2,-96.1426,-407.628,-82.9795,3.01732e-06,-5.88817e-08,9.09119e-07,393.37
2,-96.1702,-407.168,-82.9476,-1.94225e-06,-5.1865e-08,-3.17325e-06,333.217
2,-115.344,-397.993,-53.149,4.30181e-06,2.20482e-09,2.1449e-06,257.93
2,-87.2473,-411.306,-92.2871,3.49125e-06,-9.4021e-08,7.97098e-07,346.1
2,-68.3956,-483.788,-107.01,1.42752e-06,-2.39323e-07,8.04867e-08,855.255
2,-124.995,-442.887,22.4783,2.36986e-06,-3.45355e-07,3.23233e-06,308.198
2,-125.965,-448.296,-16.1789,3.52501e-06,-4.3812e-07,2.6883e-06,278.32
2,-125.962,-443.532,16.2008,1.2954e-06,-1.76444e-07,1.53706e-06,614.436
2,-114.507,-457.973,-54.9279,2.0366e-06,-2.71072e-07,9.91083e-07,543.525
2,-117.499,-455.761,-48.1969,4.64916e-06,-6.06866e-07,2.46519e-06,234.057
2,-126.386,-363.669,-12.4776,2.58812e-06,7.17058e-08,2.22025e-06,363.514
2,-106.55,-393.707,-69.11,2.46135e-06,-1.03935e-07,1.08641e-06,460.487
2,-97.1271,-403.613,-81.825,1.55559e-06,-9.49646e-08,5.49865e-07,750.22
2,-36.6093,-449.79,-121.609,2.06365e-06,-3.6352e-07,-2.77612e-06,356.464
2,-33.9713,-451.731,-122.372,2.91692e-06,-4.94e-07,-3.57053e-06,267.384
2,-102.051,-398.743,-75.5947,2.37462e-06,-1.22798e-07,9.43498e-07,484.665
2,-31.522,-452.175,-123.026,1.48097e-06,-2.41422e-07,-1.66739e-06,552.722
2,-126.937,-359.183,-1.22049,2.78096e-06,1.63794e-07,2.73867e-06,317.378
2,-68.8652,-427.493,-106.708,5.00275e-06,-5.17927e-07,5.9367e-07,244.815
2,-123.023,-372.268,-31.5326,3.93831e-06,2.15943e-08,2.74078e-06,258.398
